1000,0.362462652763
2000,0.276709150897
3000,0.278937837062
4000,0.23238847035
5000,0.194014086468
6000,0.221015910014
7000,0.194388124596
8000,0.187109464583
9000,0.190897199882
10000,0.186414654456
11000,0.182942992366
12000,0.182691976643
13000,0.181655022742
14000,0.182145818095
15000,0.181416006469
16000,0.181330299164
17000,0.18133881046
18000,0.1813237231
19000,0.18131644495
20000,0.181315226602
21000,0.181314694251
22000,0.181314525658
23000,0.18131453265
24000,0.181314537171
25000,0.181314537854
26000,0.181314539155
27000,0.181314537667
28000,0.181314537414
29000,0.181314537639
30000,0.181314537264
31000,0.181314537227
32000,0.181314537227
33000,0.181314536703
34000,0.181314536703
35000,0.181314536703
36000,0.181314536703
37000,0.181314536703
38000,0.181314536703
39000,0.181314536703
40000,0.181314536703
